Date Time,,,,Event,,Survey,Actual,Prior,Revised,Relevance,Ticker
05/13/2013 08:30,US,501),,Retail Sales Ex Auto & Gas,Apr,--,--,--,--,58.3333,RSTAXAG% Index
05/13/2013 08:30,US,502),,"Retail Sales ""Control Group""",Apr,--,--,--,--,5.55556,RSTAXAGM Index
05/13/2013 10:00,US,503),,Business Inventories,Mar,--,--,--,--,35.1852,MTIBCHNG Index
13-17 MAY,US,504),,Mortgage Delinquencies,1Q,--,--,--,--,31.25,DLQTDLQT Index
13-17 MAY,US,505),,MBA Mortgage Foreclosures,1Q,--,--,--,--,12.037,FORLTOTL Index
05/14/2013 07:30,US,506),,NFIB Small Business Optimism,Apr,--,--,--,--,56.4815,SBOITOTL Index
05/14/2013 08:30,US,507),,Import Price Index (MoM),Apr,--,--,--,--,75.9259,IMP1CHNG Index
05/14/2013 08:30,US,508),,Import Price Index (YoY),Apr,--,--,--,--,27.7778,IMP1YOY% Index
05/15/2013 07:00,US,509),,MBA Mortgage Applications,10-May,--,--,--,--,93.75,MBAVCHNG Index
05/15/2013 08:30,US,510),,Empire Manufacturing,May,--,--,--,--,80.5556,EMPRGBCI Index
05/15/2013 08:30,US,511),,Producer Price Index (MoM),Apr,--,--,--,--,85.1852,PPI CHNG Index
05/15/2013 08:30,US,512),,PPI Ex Food & Energy (MoM),Apr,--,--,--,--,68.1481,PXFECHNG Index
05/15/2013 08:30,US,513),,Producer Price Index (YoY),Apr,--,--,--,--,66.6667,PPI YOY Index
05/15/2013 08:30,US,514),,PPI Ex Food & Energy (YoY),Apr,--,--,--,--,64.8148,PPI XYOY Index
05/15/2013 09:00,US,515),,Total Net TIC Flows,Mar,--,--,--,--,63.8889,FRNTTNET Index
05/15/2013 09:00,US,516),,Net Long-term TIC Flows,Mar,--,--,--,--,72.2222,FRNTTOTL Index
05/15/2013 09:15,US,517),,Industrial Production,Apr,--,--,--,--,86.1111,IP CHNG Index
05/15/2013 09:15,US,518),,Capacity Utilization,Apr,--,--,--,--,60.2778,CPTICHNG Index
05/15/2013 09:15,US,519),,Manufacturing (SIC) Production,Apr,--,--,--,--,1.85185,IPMGCHNG Index
05/15/2013 10:00,US,520),,NAHB Housing Market Index,May,--,--,--,--,37.963,USHBMIDX Index
05/16/2013 08:30,US,521),,Consumer Price Index (MoM),Apr,--,--,--,--,93.5185,CPI CHNG Index
05/16/2013 08:30,US,522),,CPI Ex Food & Energy (YoY),Apr,--,--,--,--,43.5185,CPI XYOY Index
05/16/2013 08:30,US,523),,Consumer Price Index (YoY),Apr,--,--,--,--,55.5556,CPI YOY Index
05/16/2013 08:30,US,524),,CPI Core Index SA,Apr,--,--,--,--,30.5556,CPUPAXFE Index
05/16/2013 08:30,US,525),,CPI Ex Food & Energy (MoM),Apr,--,--,--,--,74.8148,CPUPXCHG Index
05/16/2013 08:30,US,526),,Consumer Price Index NSA,Apr,--,--,--,--,26.8519,CPURNSA Index
05/16/2013 08:30,US,527),,Building Permits MOM%,Apr,--,--,--,--,15.7407,NHCHATCH Index
05/16/2013 08:30,US,528),,Housing Starts MOM%,Apr,--,--,--,--,17.5926,NHCHSTCH Index
05/16/2013 08:30,US,529),,Building Permits,Apr,--,--,--,--,61.5741,NHSPATOT Index
05/16/2013 08:30,US,530),,Housing Starts,Apr,--,--,--,--,87.963,NHSPSTOT Index
05/16/2013 08:30,US,531),,Initial Jobless Claims,11-May,--,--,--,--,99.0741,INJCJC Index
05/16/2013 08:30,US,532),,Continuing Claims,4-May,--,--,--,--,69.3519,INJCSP Index
05/16/2013 09:45,US,533),,Bloomberg Economic Expectations,May,--,--,--,--,22.2222,COMFBTWR Index
05/16/2013 09:45,US,534),,Bloomberg Consumer Comfort,12-May,--,--,--,--,61.1111,COMFCOMF Index
05/16/2013 10:00,US,535),,Philadelphia Fed.,May,--,--,--,--,75,OUTFGAF Index
05/17/2013 09:55,US,536),,U. of Michigan Confidence,May,--,--,--,--,92.5926,CONSSENT Index
05/17/2013 10:00,US,537),,Leading Indicators,Apr,--,--,--,--,84.2593,LEI CHNG Index
05/20/2013 08:30,US,538),,Chicago Fed Nat Activity Index,Apr,--,--,--,--,60.1852,CFNAI Index
05/22/2013 07:00,US,539),,MBA Mortgage Applications,17-May,--,--,--,--,93.75,MBAVCHNG Index
05/22/2013 10:00,US,540),,Existing Home Sales,Apr,--,--,--,--,87.037,ETSLTOTL Index
05/22/2013 10:00,US,541),,Existing Home Sales MoM,Apr,--,--,--,--,50,ETSLMOM Index
05/23/2013 08:30,US,542),,Initial Jobless Claims,18-May,--,--,--,--,99.0741,INJCJC Index
05/23/2013 08:30,US,543),,Continuing Claims,11-May,--,--,--,--,69.3519,INJCSP Index
05/23/2013 08:58,US,544),,Markit US PMI Preliminary,May,--,--,--,--,2.77778,ECONMUS Index
05/23/2013 09:00,US,545),,House Price Purchase Index QoQ,1Q,--,--,--,--,21.2963,HPI PURQ Index
05/23/2013 09:00,US,546),,House Price Index MoM,Mar,--,--,--,--,65.7407,HPIMMOM% Index
05/23/2013 09:45,US,547),,Bloomberg Consumer Comfort,19-May,--,--,--,--,61.1111,COMFCOMF Index
05/23/2013 10:00,US,548),,New Home Sales MoM,Apr,--,--,--,--,47.2222,NHSLCHNG Index
05/23/2013 10:00,US,549),,New Home Sales,Apr,--,--,--,--,89.8148,NHSLTOT Index
05/23/2013 11:00,US,550),,Kansas City Fed Manf. Activity,May,--,--,--,--,7.40741,KCLSSACI Index
05/24/2013 08:30,US,551),,Durable Goods Orders,Apr,--,--,--,--,90.7407,DGNOCHNG Index
05/24/2013 08:30,US,552),,Durables Ex Transportation,Apr,--,--,--,--,72.5926,DGNOXTCH Index
05/24/2013 08:30,US,553),,Cap Goods Orders Nondef Ex Air,Apr,--,--,--,--,52.7778,CGNOXAI% Index
05/24/2013 08:30,US,554),,Cap Goods Ship Nondef Ex Air,Apr,--,--,--,--,49.0741,CGSHXAI% Index
05/28/2013 09:00,US,555),,S&P/CS 20 City MoM% SA,Mar,--,--,--,--,16.6667,SPCS20SM Index
05/28/2013 09:00,US,556),,S&P/CS Composite-20 YoY,Mar,--,--,--,--,45.3704,SPCS20Y% Index
05/28/2013 09:00,US,557),,S&P/CaseShiller Home Price Ind,Mar,--,--,--,--,53.7037,SPCS20 Index
05/28/2013 09:00,US,558),,S&P/Case-Shiller US HPI YOY%,1Q,--,--,--,--,24.0741,SPCSUSAY Index
05/28/2013 09:00,US,559),,S&P/Case-Shiller US HPI,1Q,--,--,--,--,25,SPCSUSA Index
05/28/2013 10:00,US,560),,Richmond Fed Manufact. Index,May,--,--,--,--,67.5926,RCHSINDX Index
05/28/2013 10:00,US,561),,Consumer Confidence,May,--,--,--,--,95.3704,CONCCONF Index
05/28/2013 10:30,US,562),,Dallas Fed Manf. Activity,May,--,--,--,--,62.037,DFEDGBA Index
05/29/2013 07:00,US,563),,MBA Mortgage Applications,24-May,--,--,--,--,93.75,MBAVCHNG Index
05/30/2013 08:30,US,564),,GDP QoQ (Annualized),1Q S,--,--,--,--,96.2963,GDP CQOQ Index
05/30/2013 08:30,US,565),,GDP Price Index,1Q S,--,--,--,--,77.037,GDP PIQQ Index
05/30/2013 08:30,US,566),,Core PCE QoQ,1Q S,--,--,--,--,67.4074,GDPCPCEC Index
05/30/2013 08:30,US,567),,Personal Consumption,1Q S,--,--,--,--,67.4074,GDPCTOT% Index
05/30/2013 08:30,US,568),,Initial Jobless Claims,25-May,--,--,--,--,99.0741,INJCJC Index
05/30/2013 08:30,US,569),,Continuing Claims,18-May,--,--,--,--,69.3519,INJCSP Index
05/30/2013 09:45,US,570),,Bloomberg Consumer Comfort,26-May,--,--,--,--,61.1111,COMFCOMF Index
05/30/2013 10:00,US,571),,Pending Home Sales MoM,Apr,--,--,--,--,73.1481,USPHTMOM Index
05/30/2013 10:00,US,572),,Pending Home Sales YoY,Apr,--,--,--,--,20.3704,USPHTYOY Index
05/31/2013 08:30,US,573),,Personal Income,Apr,--,--,--,--,83.3333,PITLCHNG Index
05/31/2013 08:30,US,574),,Personal Spending,Apr,--,--,--,--,83.3333,PCE CRCH Index
05/31/2013 08:30,US,575),,PCE Deflator (MoM),Apr,--,--,--,--,3.7037,PCE DEFM Index
05/31/2013 08:30,US,576),,PCE Deflator (YoY),Apr,--,--,--,--,32.4074,PCE DEFY Index
05/31/2013 08:30,US,577),,PCE Core (MoM),Apr,--,--,--,--,58.3333,PCE CMOM Index
05/31/2013 08:30,US,578),,PCE Core (YoY),Apr,--,--,--,--,34.2593,PCE CYOY Index
05/31/2013 09:00,US,579),,NAPM-Milwaukee,May,--,--,--,--,25.9259,MAPMINDX Index
05/31/2013 09:45,US,580),,Chicago Purchasing Manager,May,--,--,--,--,77.7778,CHPMINDX Index
05/31/2013 09:55,US,581),,U. of Michigan Confidence,May,--,--,--,--,92.5926,CONSSENT Index
06/03/2013 08:58,US,582),,Markit US PMI Final,May,--,--,--,--,0.925926,ECONMUSF Index
06/03/2013 10:00,US,583),,Construction Spending MoM,Apr,--,--,--,--,78.7037,CNSTTMOM Index
06/03/2013 10:00,US,584),,ISM Manufacturing,May,--,--,--,--,94.4444,NAPMPMI Index
06/03/2013 10:00,US,585),,ISM Prices Paid,May,--,--,--,--,68.5185,NAPMPRIC Index
06/03/2013 17:00,US,586),,Domestic Vehicle Sales,May,--,--,--,--,31.4815,SAARDTOT Index
06/03/2013 17:00,US,587),,Total Vehicle Sales,May,--,--,--,--,38.8889,SAARTOTL Index
06/04/2013 08:30,US,588),,Trade Balance,Apr,--,--,--,--,81.4815,USTBTOT Index
06/04/2013 09:45,US,589),,ISM New York,May,--,--,--,--,6.48148,NYPMCURR Index
06/04/2013 10:00,US,590),,IBD/TIPP Economic Optimism,Jun,--,--,--,--,4.62963,ECONUSIB Index
04-10 JUN,US,591),,Household Change in Net Worth,1Q,--,--,--,--,0,NWORCHNG Index
06/05/2013 07:00,US,592),,MBA Mortgage Applications,31-May,--,--,--,--,93.75,MBAVCHNG Index
06/05/2013 08:15,US,593),,ADP Employment Change,May,--,--,--,--,76.8519,ADP CHNG Index
06/05/2013 08:30,US,594),,Unit Labor Costs,1Q F,--,--,--,--,28.7037,COSTNFR% Index
06/05/2013 08:30,US,595),,Nonfarm Productivity,1Q F,--,--,--,--,36.1111,PRODNFR% Index
06/05/2013 10:00,US,596),,Factory Orders,Apr,--,--,--,--,82.4074,TMNOCHNG Index
06/05/2013 10:00,US,597),,ISM Non-Manf. Composite,May,--,--,--,--,70.3704,NAPMNMI Index
06/05/2013 14:00,US,598),,U.S. Federal Reserve Releases Beige Book,,,,,,0,
06/06/2013 07:30,US,599),,Challenger Job Cuts YoY,May,--,--,--,--,29.6296,CHALYOY% Index
06/06/2013 08:00,US,600),,RBC Consumer Outlook Index,Jun,--,--,--,--,9.25926,ICSHNATL Index
06/06/2013 08:30,US,601),,Initial Jobless Claims,1-Jun,--,--,--,--,99.0741,INJCJC Index
06/06/2013 08:30,US,602),,Continuing Claims,25-May,--,--,--,--,69.3519,INJCSP Index
06/06/2013 09:45,US,603),,Bloomberg Consumer Comfort,2-Jun,--,--,--,--,61.1111,COMFCOMF Index
06/07/2013 08:30,US,604),,Change in Nonfarm Payrolls,May,--,--,--,--,98.1481,NFP TCH Index
06/07/2013 08:30,US,605),,Change in Private Payrolls,May,--,--,--,--,18.5185,NFP PCH Index
06/07/2013 08:30,US,606),,Change in Manufact. Payrolls,May,--,--,--,--,68.7037,USMMMNCH Index
06/07/2013 08:30,US,607),,Unemployment Rate,May,--,--,--,--,88.3333,USURTOT Index
06/07/2013 08:30,US,608),,Avg Hourly Earning MOM All Emp,May,--,--,--,--,14.8148,AHE MOM% Index
06/07/2013 08:30,US,609),,Avg Hourly Earning YOY All Emp,May,--,--,--,--,13.8889,AHE YOY% Index
06/07/2013 08:30,US,610),,Avg Weekly Hours All Employees,May,--,--,--,--,12.963,AWH TOTL Index
06/07/2013 08:30,US,611),,Change in Household Employment,May,--,--,--,--,10.1852,USEMNCHG Index
06/07/2013 08:30,US,612),,Underemployment Rate (U6),May,--,--,--,--,8.33333,USUDMAER Index
06/07/2013 15:00,US,613),,Consumer Credit,Apr,--,--,--,--,37.037,CICRTOT Index
06/11/2013 07:30,US,614),,NFIB Small Business Optimism,May,--,--,--,--,56.4815,SBOITOTL Index
06/11/2013 10:00,US,615),,Wholesale Inventories,Apr,--,--,--,--,79.6296,MWINCHNG Index
06/11/2013 10:00,US,616),,JOLTs Job Openings,Apr,--,--,--,--,11.1111,JOLTTOTL Index
06/12/2013 07:00,US,617),,MBA Mortgage Applications,7-Jun,--,--,--,--,93.75,MBAVCHNG Index
06/12/2013 14:00,US,618),,Monthly Budget Statement,May,--,--,--,--,74.0741,FDDSSD Index
06/13/2013 08:30,US,619),,Import Price Index (MoM),May,--,--,--,--,75.9259,IMP1CHNG Index
06/13/2013 08:30,US,620),,Import Price Index (YoY),May,--,--,--,--,27.7778,IMP1YOY% Index
06/13/2013 08:30,US,621),,Advance Retail Sales,May,--,--,--,--,88.8889,RSTAMOM Index
06/13/2013 08:30,US,622),,Retail Sales Less Autos,May,--,--,--,--,62.2222,RSTAXMOM Index
06/13/2013 08:30,US,623),,Retail Sales Ex Auto & Gas,May,--,--,--,--,58.3333,RSTAXAG% Index
06/13/2013 08:30,US,624),,"Retail Sales ""Control Group""",May,--,--,--,--,5.55556,RSTAXAGM Index
06/13/2013 08:30,US,625),,Initial Jobless Claims,8-Jun,--,--,--,--,99.0741,INJCJC Index
06/13/2013 08:30,US,626),,Continuing Claims,1-Jun,--,--,--,--,69.3519,INJCSP Index
06/13/2013 09:45,US,627),,Bloomberg Consumer Comfort,9-Jun,--,--,--,--,61.1111,COMFCOMF Index
06/13/2013 10:00,US,628),,Business Inventories,Apr,--,--,--,--,35.1852,MTIBCHNG Index
06/14/2013 08:30,US,629),,Current Account Balance,1Q,--,--,--,--,69.4444,USCABAL Index
06/14/2013 08:30,US,630),,Producer Price Index (MoM),May,--,--,--,--,85.1852,PPI CHNG Index
06/14/2013 08:30,US,631),,PPI Ex Food & Energy (MoM),May,--,--,--,--,68.1481,PXFECHNG Index
06/14/2013 08:30,US,632),,Producer Price Index (YoY),May,--,--,--,--,66.6667,PPI YOY Index
06/14/2013 08:30,US,633),,PPI Ex Food & Energy (YoY),May,--,--,--,--,64.8148,PPI XYOY Index
06/14/2013 09:15,US,634),,Industrial Production,May,--,--,--,--,86.1111,IP CHNG Index
06/14/2013 09:15,US,635),,Capacity Utilization,May,--,--,--,--,60.2778,CPTICHNG Index
06/14/2013 09:15,US,636),,Manufacturing (SIC) Production,May,--,--,--,--,1.85185,IPMGCHNG Index
06/14/2013 09:55,US,637),,U. of Michigan Confidence,Jun,--,--,--,--,92.5926,CONSSENT Index
06/17/2013 08:30,US,638),,Empire Manufacturing,Jun,--,--,--,--,80.5556,EMPRGBCI Index
06/17/2013 09:00,US,639),,Total Net TIC Flows,Apr,--,--,--,--,63.8889,FRNTTNET Index
06/17/2013 09:00,US,640),,Net Long-term TIC Flows,Apr,--,--,--,--,72.2222,FRNTTOTL Index
06/17/2013 10:00,US,641),,NAHB Housing Market Index,Jun,--,--,--,--,37.963,USHBMIDX Index
06/18/2013 08:30,US,642),,Consumer Price Index (MoM),May,--,--,--,--,93.5185,CPI CHNG Index
06/18/2013 08:30,US,643),,CPI Ex Food & Energy (YoY),May,--,--,--,--,43.5185,CPI XYOY Index
06/18/2013 08:30,US,644),,Consumer Price Index (YoY),May,--,--,--,--,55.5556,CPI YOY Index
06/18/2013 08:30,US,645),,CPI Core Index SA,May,--,--,--,--,30.5556,CPUPAXFE Index
06/18/2013 08:30,US,646),,CPI Ex Food & Energy (MoM),May,--,--,--,--,74.8148,CPUPXCHG Index
06/18/2013 08:30,US,647),,Consumer Price Index NSA,May,--,--,--,--,26.8519,CPURNSA Index
06/18/2013 08:30,US,648),,Building Permits MOM%,May,--,--,--,--,15.7407,NHCHATCH Index
06/18/2013 08:30,US,649),,Housing Starts MOM%,May,--,--,--,--,17.5926,NHCHSTCH Index
06/18/2013 08:30,US,650),,Building Permits,May,--,--,--,--,61.5741,NHSPATOT Index
06/18/2013 08:30,US,651),,Housing Starts,May,--,--,--,--,87.963,NHSPSTOT Index
06/19/2013 07:00,US,652),,MBA Mortgage Applications,14-Jun,--,--,--,--,93.75,MBAVCHNG Index
06/19/2013 14:30,US,653),,FOMC Rate Decision,19-Jun,--,--,--,--,97.2222,FDTR Index
06/20/2013 08:30,US,654),,Initial Jobless Claims,15-Jun,--,--,--,--,99.0741,INJCJC Index
06/20/2013 08:30,US,655),,Continuing Claims,8-Jun,--,--,--,--,69.3519,INJCSP Index
06/20/2013 08:58,US,656),,Markit US PMI Preliminary,Jun,--,--,--,--,2.77778,ECONMUS Index
06/20/2013 09:45,US,657),,Bloomberg Economic Expectations,Jun,--,--,--,--,22.2222,COMFBTWR Index
06/20/2013 09:45,US,658),,Bloomberg Consumer Comfort,16-Jun,--,--,--,--,61.1111,COMFCOMF Index
06/20/2013 10:00,US,659),,Philadelphia Fed.,Jun,--,--,--,--,75,OUTFGAF Index
06/20/2013 10:00,US,660),,Existing Home Sales,May,--,--,--,--,87.037,ETSLTOTL Index
06/20/2013 10:00,US,661),,Existing Home Sales MoM,May,--,--,--,--,50,ETSLMOM Index
06/20/2013 10:00,US,662),,Leading Indicators,May,--,--,--,--,84.2593,LEI CHNG Index
06/24/2013 08:30,US,663),,Chicago Fed Nat Activity Index,May,--,--,--,--,60.1852,CFNAI Index
06/24/2013 10:30,US,664),,Dallas Fed Manf. Activity,Jun,--,--,--,--,62.037,DFEDGBA Index
06/25/2013 08:30,US,665),,Durable Goods Orders,May,--,--,--,--,90.7407,DGNOCHNG Index
06/25/2013 08:30,US,666),,Durables Ex Transportation,May,--,--,--,--,72.5926,DGNOXTCH Index
06/25/2013 08:30,US,667),,Cap Goods Orders Nondef Ex Air,May,--,--,--,--,52.7778,CGNOXAI% Index
06/25/2013 08:30,US,668),,Cap Goods Ship Nondef Ex Air,May,--,--,--,--,49.0741,CGSHXAI% Index
06/25/2013 09:00,US,669),,S&P/CS 20 City MoM% SA,Apr,--,--,--,--,16.6667,SPCS20SM Index
06/25/2013 09:00,US,670),,S&P/CS Composite-20 YoY,Apr,--,--,--,--,45.3704,SPCS20Y% Index
06/25/2013 09:00,US,671),,S&P/CaseShiller Home Price Ind,Apr,--,--,--,--,53.7037,SPCS20 Index
06/25/2013 09:00,US,672),,House Price Index MoM,Apr,--,--,--,--,65.7407,HPIMMOM% Index
06/25/2013 10:00,US,673),,New Home Sales MoM,May,--,--,--,--,47.2222,NHSLCHNG Index
06/25/2013 10:00,US,674),,New Home Sales,May,--,--,--,--,89.8148,NHSLTOT Index
06/25/2013 10:00,US,675),,Richmond Fed Manufact. Index,Jun,--,--,--,--,67.5926,RCHSINDX Index
06/25/2013 10:00,US,676),,Consumer Confidence,Jun,--,--,--,--,95.3704,CONCCONF Index
06/26/2013 07:00,US,677),,MBA Mortgage Applications,21-Jun,--,--,--,--,93.75,MBAVCHNG Index
06/26/2013 08:30,US,678),,GDP QoQ (Annualized),1Q T,--,--,--,--,96.2963,GDP CQOQ Index
06/26/2013 08:30,US,679),,GDP Price Index,1Q T,--,--,--,--,77.037,GDP PIQQ Index
06/26/2013 08:30,US,680),,Core PCE QoQ,1Q T,--,--,--,--,67.4074,GDPCPCEC Index
06/26/2013 08:30,US,681),,Personal Consumption,1Q T,--,--,--,--,67.4074,GDPCTOT% Index
06/27/2013 08:30,US,682),,Personal Income,May,--,--,--,--,83.3333,PITLCHNG Index
06/27/2013 08:30,US,683),,Personal Spending,May,--,--,--,--,83.3333,PCE CRCH Index
06/27/2013 08:30,US,684),,PCE Deflator (MoM),May,--,--,--,--,3.7037,PCE DEFM Index
06/27/2013 08:30,US,685),,PCE Deflator (YoY),May,--,--,--,--,32.4074,PCE DEFY Index
06/27/2013 08:30,US,686),,PCE Core (MoM),May,--,--,--,--,58.3333,PCE CMOM Index
06/27/2013 08:30,US,687),,PCE Core (YoY),May,--,--,--,--,34.2593,PCE CYOY Index
06/27/2013 08:30,US,688),,Initial Jobless Claims,22-Jun,--,--,--,--,99.0741,INJCJC Index
06/27/2013 08:30,US,689),,Continuing Claims,15-Jun,--,--,--,--,69.3519,INJCSP Index
06/27/2013 09:45,US,690),,Bloomberg Consumer Comfort,23-Jun,--,--,--,--,61.1111,COMFCOMF Index
06/27/2013 10:00,US,691),,Pending Home Sales MoM,May,--,--,--,--,73.1481,USPHTMOM Index
06/27/2013 10:00,US,692),,Pending Home Sales YoY,May,--,--,--,--,20.3704,USPHTYOY Index
06/27/2013 11:00,US,693),,Kansas City Fed Manf. Activity,Jun,--,--,--,--,7.40741,KCLSSACI Index
06/28/2013 09:00,US,694),,NAPM-Milwaukee,Jun,--,--,--,--,25.9259,MAPMINDX Index
06/28/2013 09:45,US,695),,Chicago Purchasing Manager,Jun,--,--,--,--,77.7778,CHPMINDX Index
06/28/2013 09:55,US,696),,U. of Michigan Confidence,Jun,--,--,--,--,92.5926,CONSSENT Index
07/01/2013 08:58,US,697),,Markit US PMI Final,Jun,--,--,--,--,0.925926,ECONMUSF Index
07/01/2013 10:00,US,698),,Construction Spending MoM,May,--,--,--,--,78.7037,CNSTTMOM Index
07/01/2013 10:00,US,699),,ISM Manufacturing,Jun,--,--,--,--,94.4444,NAPMPMI Index
07/01/2013 10:00,US,700),,ISM Prices Paid,Jun,--,--,--,--,68.5185,NAPMPRIC Index
07/02/2013 09:45,US,701),,ISM New York,Jun,--,--,--,--,6.48148,NYPMCURR Index
07/02/2013 10:00,US,702),,Factory Orders,May,--,--,--,--,82.4074,TMNOCHNG Index
07/02/2013 10:00,US,703),,IBD/TIPP Economic Optimism,Jul,--,--,--,--,4.62963,ECONUSIB Index
07/02/2013 17:00,US,704),,Domestic Vehicle Sales,Jun,--,--,--,--,31.4815,SAARDTOT Index
07/02/2013 17:00,US,705),,Total Vehicle Sales,Jun,--,--,--,--,38.8889,SAARTOTL Index
07/03/2013 07:00,US,706),,MBA Mortgage Applications,28-Jun,--,--,--,--,93.75,MBAVCHNG Index
07/03/2013 07:30,US,707),,Challenger Job Cuts YoY,Jun,--,--,--,--,29.6296,CHALYOY% Index
07/03/2013 08:15,US,708),,ADP Employment Change,Jun,--,--,--,--,76.8519,ADP CHNG Index
07/03/2013 08:30,US,709),,Trade Balance,May,--,--,--,--,81.4815,USTBTOT Index
07/03/2013 09:45,US,710),,Bloomberg Consumer Comfort,30-Jun,--,--,--,--,61.1111,COMFCOMF Index
07/03/2013 10:00,US,711),,ISM Non-Manf. Composite,Jun,--,--,--,--,70.3704,NAPMNMI Index
07/04/2013 08:30,US,712),,Initial Jobless Claims,29-Jun,--,--,--,--,99.0741,INJCJC Index
07/04/2013 08:30,US,713),,Continuing Claims,22-Jun,--,--,--,--,69.3519,INJCSP Index
07/05/2013 08:30,US,714),,Change in Nonfarm Payrolls,Jun,--,--,--,--,98.1481,NFP TCH Index
07/05/2013 08:30,US,715),,Change in Private Payrolls,Jun,--,--,--,--,18.5185,NFP PCH Index
07/05/2013 08:30,US,716),,Change in Manufact. Payrolls,Jun,--,--,--,--,68.7037,USMMMNCH Index
07/05/2013 08:30,US,717),,Unemployment Rate,Jun,--,--,--,--,88.3333,USURTOT Index
07/05/2013 08:30,US,718),,Avg Hourly Earning MOM All Emp,Jun,--,--,--,--,14.8148,AHE MOM% Index
07/05/2013 08:30,US,719),,Avg Hourly Earning YOY All Emp,Jun,--,--,--,--,13.8889,AHE YOY% Index
07/05/2013 08:30,US,720),,Avg Weekly Hours All Employees,Jun,--,--,--,--,12.963,AWH TOTL Index
07/05/2013 08:30,US,721),,Change in Household Employment,Jun,--,--,--,--,10.1852,USEMNCHG Index
07/05/2013 08:30,US,722),,Underemployment Rate (U6),Jun,--,--,--,--,8.33333,USUDMAER Index
07/08/2013 15:00,US,723),,Consumer Credit,May,--,--,--,--,37.037,CICRTOT Index
07/09/2013 07:30,US,724),,NFIB Small Business Optimism,Jun,--,--,--,--,56.4815,SBOITOTL Index
07/09/2013 10:00,US,725),,JOLTs Job Openings,May,--,--,--,--,11.1111,JOLTTOTL Index
07/10/2013 07:00,US,726),,MBA Mortgage Applications,5-Jul,--,--,--,--,93.75,MBAVCHNG Index
07/10/2013 10:00,US,727),,Wholesale Inventories,May,--,--,--,--,79.6296,MWINCHNG Index
07/11/2013 08:00,US,728),,RBC Consumer Outlook Index,Jul,--,--,--,--,9.25926,ICSHNATL Index
07/11/2013 08:30,US,729),,Import Price Index (MoM),Jun,--,--,--,--,75.9259,IMP1CHNG Index
07/11/2013 08:30,US,730),,Import Price Index (YoY),Jun,--,--,--,--,27.7778,IMP1YOY% Index
07/11/2013 08:30,US,731),,Initial Jobless Claims,6-Jul,--,--,--,--,99.0741,INJCJC Index
07/11/2013 08:30,US,732),,Continuing Claims,29-Jun,--,--,--,--,69.3519,INJCSP Index
07/11/2013 09:45,US,733),,Bloomberg Consumer Comfort,7-Jul,--,--,--,--,61.1111,COMFCOMF Index
07/11/2013 14:00,US,734),,Monthly Budget Statement,Jun,--,--,--,--,74.0741,FDDSSD Index
07/12/2013 08:30,US,735),,Producer Price Index (MoM),Jun,--,--,--,--,85.1852,PPI CHNG Index
07/12/2013 08:30,US,736),,PPI Ex Food & Energy (MoM),Jun,--,--,--,--,68.1481,PXFECHNG Index
07/12/2013 08:30,US,737),,Producer Price Index (YoY),Jun,--,--,--,--,66.6667,PPI YOY Index
07/12/2013 08:30,US,738),,PPI Ex Food & Energy (YoY),Jun,--,--,--,--,64.8148,PPI XYOY Index
07/12/2013 09:55,US,739),,U. of Michigan Confidence,Jul,--,--,--,--,92.5926,CONSSENT Index
07/15/2013 08:30,US,740),,Empire Manufacturing,Jul,--,--,--,--,80.5556,EMPRGBCI Index
07/15/2013 08:30,US,741),,Advance Retail Sales,Jun,--,--,--,--,88.8889,RSTAMOM Index
07/15/2013 08:30,US,742),,Retail Sales Less Autos,Jun,--,--,--,--,62.2222,RSTAXMOM Index
07/15/2013 08:30,US,743),,Retail Sales Ex Auto & Gas,Jun,--,--,--,--,58.3333,RSTAXAG% Index
07/15/2013 08:30,US,744),,"Retail Sales ""Control Group""",Jun,--,--,--,--,5.55556,RSTAXAGM Index
07/15/2013 10:00,US,745),,Business Inventories,May,--,--,--,--,35.1852,MTIBCHNG Index
07/16/2013 08:30,US,746),,Consumer Price Index (MoM),Jun,--,--,--,--,93.5185,CPI CHNG Index
07/16/2013 08:30,US,747),,CPI Ex Food & Energy (YoY),Jun,--,--,--,--,43.5185,CPI XYOY Index
07/16/2013 08:30,US,748),,Consumer Price Index (YoY),Jun,--,--,--,--,55.5556,CPI YOY Index
07/16/2013 08:30,US,749),,CPI Core Index SA,Jun,--,--,--,--,30.5556,CPUPAXFE Index
07/16/2013 08:30,US,750),,CPI Ex Food & Energy (MoM),Jun,--,--,--,--,74.8148,CPUPXCHG Index
07/16/2013 08:30,US,751),,Consumer Price Index NSA,Jun,--,--,--,--,26.8519,CPURNSA Index
07/16/2013 09:00,US,752),,Total Net TIC Flows,May,--,--,--,--,63.8889,FRNTTNET Index
07/16/2013 09:00,US,753),,Net Long-term TIC Flows,May,--,--,--,--,72.2222,FRNTTOTL Index
07/16/2013 09:15,US,754),,Industrial Production,Jun,--,--,--,--,86.1111,IP CHNG Index
07/16/2013 09:15,US,755),,Capacity Utilization,Jun,--,--,--,--,60.2778,CPTICHNG Index
07/16/2013 09:15,US,756),,Manufacturing (SIC) Production,Jun,--,--,--,--,1.85185,IPMGCHNG Index
07/16/2013 10:00,US,757),,NAHB Housing Market Index,Jul,--,--,--,--,37.963,USHBMIDX Index
