Trade Date,Market,Trade No,Trade Time,Instrument,Symbol,Expiry Date,Strike Price,OptionType,Quantity,Price,Trade Value,B/S,Order No,Branch No,User Id,Client Type,Client A/C,TM Code,CP Code,Remarks,Status,CTCL Id
25AUG2020,N,        45335091,11:50:08,OPTSTK,BAJFINANCE,27AUG2020,3600.00,CE,       250,  41.35,       10337.50,B,1200000027639626,1,35693,PRO,90044,90044,90044,,P,560049001005000
25AUG2020,N,        93388320,11:50:07,FUTSTK,SBILIFE,27AUG2020,,,       750, 847.85,      635887.50,S,1500000025005660,1,36975,PRO,90044,90044,90044,,P,560049001011000
25AUG2020,N,        93388278,11:50:07,FUTSTK,PVR,24SEP2020,,,       407,1299.30,      528815.10,B,1500000024021337,1,37709,PRO,90044,90044,90044,,P,560049001009000
25AUG2020,N,        52000480,11:50:06,OPTSTK,HCLTECH,27AUG2020,710.00,CE,      1400,   4.60,        6440.00,S,1300000033077781,1,36474,PRO,90044,90044,90044,,P,560049001013000
25AUG2020,N,        52000472,11:50:06,FUTSTK,ICICIBANK,27AUG2020,,,      1375, 386.60,      531575.00,B,1300000033441986,1,34459,PRO,90044,90044,90044,,P,560049001004000
25AUG2020,N,         1697490,11:50:05,OPTIDX,NIFTY,27AUG2020,11600.00,CE,        75,  16.20,        1215.00,B,1000000026484940,1,34353,PRO,90044,90044,90044,,P,560049001003000
25AUG2020,N,        45334964,11:50:04,FUTSTK,BAJFINANCE,27AUG2020,,,       250,3576.00,      894000.00,B,1200000027629212,1,35693,PRO,90044,90044,90044,,P,560049001005000
25AUG2020,N,        93388200,11:50:02,FUTSTK,VOLTAS,27AUG2020,,,      1000, 661.05,      661050.00,B,1500000025659066,1,34459,PRO,90044,90044,90044,,P,560049001004000
25AUG2020,N,        52000379,11:50:02,OPTSTK,ICICIBANK,27AUG2020,380.00,PE,      1375,   2.65,        3643.75,B,1300000033438145,1,34459,PRO,90044,90044,90044,,P,560049001004000
25AUG2020,N,        93388176,11:50:02,OPTSTK,ZEEL,27AUG2020,200.00,PE,      3000,   3.85,       11550.00,B,1500000025577388,1,35693,PRO,90044,90044,90044,,P,560049001005000
25AUG2020,N,        93388159,11:50:02,OPTSTK,VOLTAS,27AUG2020,660.00,PE,      1000,   6.55,        6550.00,B,1500000025197060,1,34459,PRO,90044,90044,90044,,P,560049001004000
25AUG2020,N,        93388150,11:50:02,OPTSTK,VOLTAS,27AUG2020,670.00,CE,      1000,   4.45,        4450.00,S,1500000025298714,1,34459,PRO,90044,90044,90044,,P,560049001004000
25AUG2020,N,        45334908,11:50:00,OPTSTK,BAJFINANCE,27AUG2020,3450.00,PE,       250,  12.05,        3012.50,B,1200000027592495,1,34459,PRO,90044,90044,90044,,P,560049001004000
25AUG2020,N,        45334897,11:50:00,OPTSTK,BAJFINANCE,27AUG2020,3600.00,CE,       250,  42.80,       10700.00,S,1200000027624600,1,34459,PRO,90044,90044,90044,,P,560049001004000
25AUG2020,N,        45334876,11:49:59,OPTSTK,BAJFINANCE,27AUG2020,3400.00,PE,       250,   7.60,        1900.00,B,1200000027623554,1,35693,PRO,90044,90044,90044,,P,560049001005000
25AUG2020,N,        93388001,11:49:56,FUTSTK,POWERGRID,24SEP2020,,,      4000, 180.65,      722600.00,B,1500000024340905,1,36975,PRO,90044,90044,90044,,P,560049001011000
25AUG2020,N,        45334739,11:49:52,OPTSTK,BAJAJFINSV,27AUG2020,6500.00,CE,       125,  78.90,        9862.50,S,1200000027598590,1,34459,PRO,90044,90044,90044,,P,560049001004000
25AUG2020,N,        93387884,11:49:50,OPTSTK,PEL,27AUG2020,1440.00,CE,       550,  21.75,       11962.50,B,1500000025596259,1,36277,PRO,90044,90044,90044,,P,560049001012000
25AUG2020,N,        93387757,11:49:44,FUTSTK,SBIN,27AUG2020,,,      3000, 205.50,      616500.00,B,1500000025568886,1,37709,PRO,90044,90044,90044,,P,560049001009000
25AUG2020,N,        93387728,11:49:42,OPTSTK,SBIN,27AUG2020,200.00,CE,      3000,   6.75,       20250.00,S,1500000025607785,1,35693,PRO,90044,90044,90044,,P,560049001005000
